,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
,,,,,,,,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2324,Mainz 05,Silvan Widmer,SUI,"DF,FW",30-351,1993,8,664,83,33.5,7.4,7,88,3,1,45,5,0.63,3,6,-3,-0.41,0.62,8.7,5.7,3.0,0.4,0.71
GER-Bundesliga,2324,Mainz 05,Stefan Bell,GER,DF,32-179,1991,10,666,67,33.6,7.4,8,76,4,2,29,4,0.4,6,21,-15,-2.03,-1.82,6.1,12.6,-6.4,-0.87,-1.21
GER-Bundesliga,2324,Mainz 05,Tom Krauß,GER,MF,22-242,2001,20,1148,57,58.0,12.8,12,79,3,8,25,1,0.55,13,18,-5,-0.39,1.01,14.8,14.0,0.8,0.06,0.31
GER-Bundesliga,2324,RB Leipzig,Amadou Haidara,MLI,MF,26-019,1998,11,705,64,35.6,7.8,9,76,3,2,11,1,2.09,18,8,10,1.28,0.57,19.4,8.1,11.3,1.44,1.12
GER-Bundesliga,2324,RB Leipzig,Benjamin Henrichs,GER,DF,26-361,1997,21,1650,79,83.3,18.3,18,88,14,3,23,0,1.86,42,21,21,1.15,1.42,35.1,21.1,14.0,0.76,0.25
GER-Bundesliga,2324,RB Leipzig,Benjamin Šeško,SVN,FW,20-264,2003,19,765,40,38.6,8.5,8,72,2,11,17,2,1.95,14,14,0,0.0,-1.48,12.0,10.1,1.9,0.22,-0.81
GER-Bundesliga,2324,RB Leipzig,Castello Lukeba,FRA,DF,21-064,2002,20,1205,60,60.9,13.4,13,87,12,7,11,2,1.8,27,19,8,0.6,-0.8,23.7,18.3,5.5,0.41,-0.8
GER-Bundesliga,2324,RB Leipzig,Christoph Baumgartner,AUT,MF,24-202,1999,20,791,40,39.9,8.8,8,71,0,12,19,2,1.85,16,12,4,0.46,-0.76,20.6,8.2,12.5,1.42,1.16
GER-Bundesliga,2324,RB Leipzig,Christopher Lenz,GER,"DF,MF",29-150,1994,4,36,9,1.8,0.4,0,,0,4,9,14,3.0,2,0,2,5.0,4.17,0.9,0.3,0.6,1.56,0.86
GER-Bundesliga,2324,RB Leipzig,Dani Olmo,ESP,"MF,FW",25-288,1998,11,674,61,34.0,7.5,8,79,2,3,14,0,1.73,20,13,7,0.93,0.04,10.9,8.6,2.3,0.31,-0.63
GER-Bundesliga,2324,RB Leipzig,David Raum,GER,DF,25-303,1998,22,1930,88,97.5,21.4,22,88,17,0,,0,1.82,46,28,18,0.84,-2.76,40.5,25.2,15.3,0.71,-0.33
GER-Bundesliga,2324,RB Leipzig,El Chadaille Bitshiabu,FRA,DF,18-279,2005,1,6,6,0.3,0.1,0,,0,1,6,7,3.0,0,0,0,0.0,-0.91,0.0,0.0,0.0,0.73,0.01
GER-Bundesliga,2324,RB Leipzig,Elif Elmas,MKD,"MF,DF",24-148,1999,5,61,12,3.1,0.7,0,,0,5,12,1,0.8,0,1,-1,-1.48,-2.46,1.3,0.5,0.8,1.15,0.44
GER-Bundesliga,2324,RB Leipzig,Emil Forsberg,SWE,"MF,FW",32-119,1991,14,464,33,23.4,5.2,5,64,0,9,16,2,1.93,12,5,7,1.36,0.59,8.9,9.1,-0.3,-0.05,-1.01
GER-Bundesliga,2324,RB Leipzig,Fabio Carvalho,POR,MF,21-173,2002,9,165,18,8.3,1.8,1,69,0,8,12,7,1.67,2,0,2,1.09,0.2,1.9,1.2,0.6,0.35,-0.41
GER-Bundesliga,2324,RB Leipzig,Hugo Novoa,ESP,FW,21-049,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2324,RB Leipzig,Ilaix Moriba,GUI,MF,21-031,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,
GER-Bundesliga,2324,RB Leipzig,Janis Blaswich,GER,GK,32-293,1991,19,1710,90,86.4,19.0,19,90,19,0,,3,1.74,42,26,16,0.84,-0.49,37.5,23.8,13.7,0.72,0.01
GER-Bundesliga,2324,RB Leipzig,Kevin Kampl,SVN,MF,33-133,1990,18,1136,63,57.4,12.6,12,83,7,6,23,3,1.72,28,13,15,1.19,0.66,20.6,15.4,5.1,0.41,-0.74
GER-Bundesliga,2324,RB Leipzig,Leopold Zingerle,GER,GK,29-315,1994,0,,,,,0,,0,0,,4,,,,,,,,,,,
GER-Bundesliga,2324,RB Leipzig,Loïs Openda,BEL,FW,24-003,2000,22,1781,81,89.9,19.8,22,81,9,0,,0,1.82,42,25,17,0.86,-0.5,37.7,22.7,15.0,0.76,0.36
GER-Bundesliga,2324,RB Leipzig,Lukas Klostermann,GER,DF,27-261,1996,19,1253,66,63.3,13.9,14,85,12,5,14,2,1.95,30,19,11,0.79,-0.32,30.9,14.8,16.1,1.16,1.19
GER-Bundesliga,2324,RB Leipzig,Mohamed Simakan,FRA,DF,23-292,2000,21,1663,79,84.0,18.5,18,85,11,3,45,0,1.76,39,25,14,0.76,-0.95,36.3,22.6,13.6,0.74,0.11
GER-Bundesliga,2324,RB Leipzig,Nicolas Seiwald,AUT,MF,22-291,2001,11,339,31,17.1,3.8,3,67,0,8,17,11,1.36,6,9,-3,-0.8,-2.06,5.3,6.3,-1.0,-0.26,-1.18
GER-Bundesliga,2324,RB Leipzig,Nuha Jatta,GAM,MF,17-341,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,
GER-Bundesliga,2324,RB Leipzig,Péter Gulácsi,HUN,GK,33-289,1990,3,270,90,13.6,3.0,3,90,3,0,,15,2.33,6,2,4,1.33,0.49,4.1,2.0,2.1,0.71,-0.01
GER-Bundesliga,2324,RB Leipzig,Tim Köhler,GER,DF,18-293,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2324,RB Leipzig,Timo Werner,GER,"FW,MF",27-350,1996,8,207,26,10.5,2.3,2,62,0,6,14,4,2.0,6,4,2,0.87,-0.04,4.8,3.3,1.5,0.64,-0.09
GER-Bundesliga,2324,RB Leipzig,Willi Orban,HUN,DF,31-108,1992,7,502,72,25.4,5.6,6,83,4,1,6,0,1.86,16,6,10,1.79,1.18,7.7,4.7,3.0,0.54,-0.25
GER-Bundesliga,2324,RB Leipzig,Xaver Schlager,AUT,MF,26-144,1997,20,1760,88,88.9,19.6,20,88,16,0,,0,1.8,44,26,18,0.92,0.1,37.8,21.6,16.2,0.83,0.94
GER-Bundesliga,2324,RB Leipzig,Xavi Simons,NED,MF,20-304,2003,21,1703,81,86.0,18.9,21,81,5,0,,0,1.9,42,20,22,1.16,1.81,36.5,20.7,15.8,0.83,0.81
GER-Bundesliga,2324,RB Leipzig,Yannick Eduardo,,FW,18-027,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,
GER-Bundesliga,2324,RB Leipzig,Yussuf Poulsen,DEN,FW,29-249,1994,21,1004,48,50.7,11.2,10,78,2,11,20,1,1.76,28,12,16,1.43,1.07,23.3,14.5,8.8,0.79,0.15
GER-Bundesliga,2324,Stuttgart,Alexander Nübel,GER,GK,27-142,1996,20,1800,90,90.9,20.0,20,90,20,0,,0,2.0,46,26,20,1.0,-0.5,44.3,21.1,23.2,1.16,0.93
GER-Bundesliga,2324,Stuttgart,Angelo Stiller,GER,MF,22-321,2001,20,1715,86,86.6,19.1,19,89,18,1,20,0,2.15,44,22,22,1.15,0.81,41.0,21.1,19.9,1.05,-0.22
GER-Bundesliga,2324,Stuttgart,Anrie Chase,JPN,DF,19-332,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2324,Stuttgart,Anthony Rouault,FRA,DF,22-266,2001,15,712,47,36.0,7.9,7,83,4,8,17,3,2.07,20,10,10,1.26,0.34,15.9,8.2,7.7,0.97,-0.16
GER-Bundesliga,2324,Stuttgart,Atakan Karazor,GER,MF,27-129,1996,21,1789,85,90.4,19.9,21,85,15,0,,0,2.05,43,24,19,0.96,-0.93,40.8,21.8,18.9,0.95,-1.24
GER-Bundesliga,2324,Stuttgart,Borna Sosa,CRO,"FW,DF",26-029,1998,2,46,23,2.3,0.5,0,,0,2,23,0,1.5,0,4,-4,-7.83,-9.08,0.4,0.8,-0.4,-0.76,-1.88
GER-Bundesliga,2324,Stuttgart,Chris Führich,GER,"FW,MF",26-041,1998,22,1726,78,87.2,19.2,22,78,4,0,,0,2.09,43,25,18,0.94,-0.83,40.0,21.4,18.7,0.97,-0.79
GER-Bundesliga,2324,Stuttgart,Dan-Axel Zagadou,FRA,DF,24-261,1999,19,1453,76,73.4,16.1,16,88,14,3,13,0,1.95,37,22,15,0.93,-0.44,34.7,16.7,18.0,1.12,0.16
GER-Bundesliga,2324,Stuttgart,Deniz Undav,GER,FW,27-215,1996,19,1294,68,65.4,14.4,14,83,5,5,28,0,2.11,32,19,13,0.9,-0.41,33.8,17.3,16.5,1.14,0.2
GER-Bundesliga,2324,Stuttgart,Dennis Seimen,GER,GK,18-080,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,
GER-Bundesliga,2324,Stuttgart,Enzo Millot,FRA,"MF,FW",21-217,2002,20,1484,74,74.9,16.5,17,83,7,3,23,1,2.3,38,20,18,1.09,0.18,36.1,17.5,18.6,1.13,0.22
GER-Bundesliga,2324,Stuttgart,Fabian Bredlow,GER,GK,28-354,1995,2,180,90,9.1,2.0,2,90,2,0,,17,3.0,5,2,3,1.5,0.5,3.6,3.1,0.5,0.23,-0.93
GER-Bundesliga,2324,Stuttgart,Florian Schock,GER,GK,22-273,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
GER-Bundesliga,2324,Stuttgart,Genki Haraguchi,JPN,MF,32-286,1991,1,21,21,1.1,0.2,0,,0,1,21,16,0.0,0,2,-2,-8.57,-9.72,0.1,0.5,-0.4,-1.91,-3.02
GER-Bundesliga,2324,Stuttgart,Hiroki Ito,JPN,DF,24-283,1999,14,1162,83,58.7,12.9,13,88,10,1,22,0,2.36,34,16,18,1.39,0.84,30.2,14.8,15.4,1.19,0.28
GER-Bundesliga,2324,Stuttgart,Jamie Leweling,GER,"FW,MF",22-358,2001,22,887,40,44.8,9.9,10,68,1,12,17,0,2.09,20,9,11,1.12,0.13,20.9,9.6,11.3,1.15,0.13
GER-Bundesliga,2324,Stuttgart,Jeong Woo-yeong,KOR,"MF,FW",24-152,1999,14,411,29,20.8,4.6,4,78,1,10,10,0,2.0,13,7,6,1.31,0.34,9.6,5.7,4.0,0.86,-0.27
GER-Bundesliga,2324,Stuttgart,Josha Vagnoman,GER,"DF,FW",23-070,2000,12,691,58,34.9,7.7,6,87,3,6,28,0,2.08,14,13,1,0.13,-1.41,14.0,9.8,4.2,0.54,-0.82
GER-Bundesliga,2324,Stuttgart,Jovan Milošević,SRB,"FW,MF",18-203,2005,5,28,6,1.4,0.3,0,,0,5,6,10,2.4,0,0,0,0.0,-1.06,0.5,0.0,0.5,1.59,0.52
GER-Bundesliga,2324,Stuttgart,Leonidas Stergiou,SUI,DF,21-353,2002,8,147,18,7.4,1.6,1,90,1,7,8,12,2.0,4,3,1,0.61,-0.47,4.0,1.4,2.6,1.62,0.59
GER-Bundesliga,2324,Stuttgart,Lilian Egloff,GER,"MF,DF",21-183,2002,5,106,21,5.4,1.2,1,69,0,4,9,6,1.2,2,4,-2,-1.7,-2.9,3.9,1.6,2.3,1.95,0.93
GER-Bundesliga,2324,Stuttgart,Luca Raimund,GER,"FW,MF",18-316,2005,2,29,15,1.5,0.3,0,,0,2,15,4,0.0,0,2,-2,-6.21,-7.36,1.4,1.4,0.0,0.09,-1.0
GER-Bundesliga,2324,Stuttgart,Mahmoud Dahoud,GER,MF,28-049,1996,3,40,13,2.0,0.4,0,,0,3,13,0,3.0,1,2,-1,-2.25,-3.36,1.0,0.6,0.4,0.87,-0.21
GER-Bundesliga,2324,Stuttgart,Maximilian Mittelstädt,GER,DF,26-338,1997,20,1182,59,59.7,13.1,13,82,7,7,16,2,2.15,30,15,15,1.14,0.24,29.8,13.5,16.3,1.24,0.42
GER-Bundesliga,2324,Stuttgart,Mohamed Sankoh,NED,FW,20-126,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2324,Stuttgart,Moussa Cissé,FRA,DF,20-296,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
GER-Bundesliga,2324,Stuttgart,Pascal Stenzel,GER,DF,27-336,1996,16,920,58,46.5,10.2,13,69,1,3,7,5,2.44,26,11,15,1.47,0.79,21.7,11.6,10.1,0.99,-0.17
GER-Bundesliga,2324,Stuttgart,Raul Paula,GER,MF,20-025,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
GER-Bundesliga,2324,Stuttgart,Roberto Massimo,GER,"FW,DF",23-130,2000,5,84,17,4.2,0.9,0,,0,5,17,5,1.8,1,2,-1,-1.07,-2.21,1.3,0.8,0.5,0.55,-0.55
GER-Bundesliga,2324,Stuttgart,Samuele Di Benedetto,GER,MF,18-218,2005,1,7,7,0.4,0.1,0,,0,1,7,2,3.0,0,0,0,0.0,-1.05,0.0,0.0,0.0,0.3,-0.78
GER-Bundesliga,2324,Stuttgart,Serhou Guirassy,GUI,FW,27-344,1996,16,1146,72,57.9,12.7,13,82,7,3,28,0,2.5,32,13,19,1.49,1.06,27.4,13.6,13.9,1.09,0.04
GER-Bundesliga,2324,Stuttgart,Silas Katompa,COD,"FW,MF",25-136,1998,16,726,45,36.7,8.1,8,70,0,8,21,0,2.13,24,7,17,2.11,1.68,21.7,7.7,14.0,1.74,1.05
GER-Bundesliga,2324,Stuttgart,Thomas Kastanaras,GRE,FW,21-041,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
GER-Bundesliga,2324,Stuttgart,Waldemar Anton,GER,DF,27-214,1996,22,1948,89,98.4,21.6,22,89,21,0,,0,2.09,51,27,24,1.11,3.92,47.7,23.9,23.8,1.1,1.41
GER-Bundesliga,2324,Union Berlin,Alex Král,CZE,MF,25-276,1998,18,1199,67,60.6,13.3,12,81,8,6,39,2,1.11,14,20,-6,-0.45,0.47,15.4,19.9,-4.5,-0.34,0.01
GER-Bundesliga,2324,Union Berlin,Alexander Schwolow,GER,GK,31-262,1992,1,90,90,4.5,1.0,1,90,1,0,,16,0.0,0,2,-2,-2.0,-1.43,0.5,1.1,-0.6,-0.57,-0.24
GER-Bundesliga,2324,Union Berlin,Aljoscha Kemlein,GER,MF,19-201,2004,2,29,15,1.5,0.3,0,,0,2,15,4,3.0,2,0,2,6.21,6.94,1.0,1.1,-0.2,-0.5,-0.16
GER-Bundesliga,2324,Union Berlin,András Schäfer,HUN,MF,24-312,1999,10,490,49,24.7,5.4,5,71,0,5,27,0,1.5,7,5,2,0.37,1.33,6.9,7.2,-0.4,-0.07,0.36
GER-Bundesliga,2324,Union Berlin,Aïssa Laïdouni,TUN,MF,27-068,1996,17,944,56,47.7,10.5,10,76,4,7,26,3,0.82,11,21,-10,-0.95,-0.61,10.8,16.0,-5.2,-0.5,-0.29
GER-Bundesliga,2324,Union Berlin,Benedict Hollerbach,GER,"FW,MF",22-278,2001,16,762,48,38.5,8.5,10,67,0,6,16,5,1.06,7,12,-5,-0.59,0.07,9.2,12.1,-2.9,-0.35,-0.01
GER-Bundesliga,2324,Union Berlin,Brenden Aaronson,USA,"MF,FW",23-120,2000,18,498,28,25.2,5.5,5,53,0,13,18,2,1.28,6,9,-3,-0.54,0.13,4.6,9.2,-4.6,-0.83,-0.65
GER-Bundesliga,2324,Union Berlin,Chris Bedia,CIV,FW,27-351,1996,2,29,15,1.5,0.3,0,,0,2,15,4,0.0,0,0,0,0.0,0.65,0.0,0.4,-0.4,-1.36,-1.04
GER-Bundesliga,2324,Union Berlin,Christopher Trimmel,AUT,DF,36-360,1987,16,1084,68,54.7,12.0,12,82,6,4,24,4,0.88,9,24,-15,-1.25,-1.35,14.6,17.6,-3.0,-0.25,0.21
GER-Bundesliga,2324,Union Berlin,Danilho Doekhi,NED,DF,25-234,1998,12,1080,90,54.5,12.0,12,90,12,0,,3,1.08,14,20,-6,-0.5,0.3,14.3,16.5,-2.2,-0.18,0.35
GER-Bundesliga,2324,Union Berlin,David Datro Fofana,CIV,"FW,MF",21-059,2002,12,682,57,34.4,7.6,8,66,1,4,40,0,0.83,6,16,-10,-1.32,-1.04,9.9,10.8,-0.9,-0.12,0.34
GER-Bundesliga,2324,Union Berlin,Diogo Leite,POR,DF,25-027,1999,21,1792,85,90.5,19.9,20,88,18,1,27,0,1.14,19,32,-13,-0.65,-0.17,23.3,30.5,-7.2,-0.36,-0.23
GER-Bundesliga,2324,Union Berlin,Frederik Rønnow,DEN,GK,31-199,1992,21,1890,90,95.5,21.0,21,90,21,0,,0,1.14,21,33,-12,-0.57,1.43,24.6,31.5,-6.9,-0.33,0.24
GER-Bundesliga,2324,Union Berlin,Jakob Busk,DEN,GK,30-160,1993,0,,,,,0,,0,0,,6,,,,,,,,,,,
GER-Bundesliga,2324,Union Berlin,Janik Haberer,GER,MF,29-323,1994,17,1093,64,55.2,12.1,14,75,6,3,15,2,0.71,8,25,-17,-1.4,-1.7,11.1,19.1,-8.0,-0.66,-0.71
GER-Bundesliga,2324,Union Berlin,Jordan Pefok,USA,FW,27-299,1996,1,27,27,1.4,0.3,0,,0,1,27,1,3.0,1,0,1,3.33,4.02,0.2,1.1,-0.9,-3.07,-2.76
GER-Bundesliga,2324,Union Berlin,Josip Juranović,CRO,DF,28-187,1995,11,696,63,35.2,7.7,8,82,5,3,14,2,1.27,11,9,2,0.26,1.38,9.9,12.1,-2.2,-0.28,0.09
GER-Bundesliga,2324,Union Berlin,Jérôme Roussillon,FRA,DF,31-044,1993,17,598,35,30.2,6.6,6,75,2,11,13,2,1.24,8,10,-2,-0.3,0.48,6.3,11.7,-5.4,-0.81,-0.67
GER-Bundesliga,2324,Union Berlin,Kevin Behrens,GER,FW,33-016,1991,18,1262,70,63.7,14.0,14,81,6,4,34,0,0.94,13,24,-11,-0.78,-0.41,18.1,19.6,-1.4,-0.1,0.66
GER-Bundesliga,2324,Union Berlin,Kevin Vogt,GER,DF,32-149,1991,6,513,86,25.9,5.7,6,86,5,0,,0,1.33,3,4,-1,-0.18,0.62,6.0,8.0,-2.0,-0.36,-0.02
GER-Bundesliga,2324,Union Berlin,Kevin Volland,GER,"FW,MF",31-204,1992,16,825,52,41.7,9.2,11,67,2,5,19,1,1.31,9,7,2,0.22,1.46,10.0,12.3,-2.3,-0.25,0.16
GER-Bundesliga,2324,Union Berlin,Leonardo Bonucci,ITA,DF,36-294,1987,7,460,66,23.2,5.1,6,73,2,1,23,5,0.43,3,13,-10,-1.96,-1.72,7.1,7.0,0.1,0.02,0.48
GER-Bundesliga,2324,Union Berlin,Lucas Tousart,FRA,MF,26-296,1997,12,723,60,36.5,8.0,8,77,4,4,28,3,0.83,4,10,-6,-0.75,-0.17,9.9,10.7,-0.8,-0.1,0.38
GER-Bundesliga,2324,Union Berlin,Mikkel Kaufmann,DEN,FW,23-047,2001,11,190,17,9.6,2.1,1,68,0,10,12,5,1.0,2,3,-1,-0.47,0.18,2.0,4.2,-2.2,-1.06,-0.8
GER-Bundesliga,2324,Union Berlin,Miloš Pantović,SRB,MF,27-227,1996,1,15,15,0.8,0.2,0,,0,1,15,0,3.0,1,0,1,6.0,6.69,0.8,0.8,0.0,-0.18,0.16
GER-Bundesliga,2324,Union Berlin,Oluwaseun Ogbemudia,GER,DF,17-216,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,
GER-Bundesliga,2324,Union Berlin,Paul Jaeckel,GER,DF,25-212,1998,5,227,45,11.5,2.5,2,90,2,3,16,15,1.4,1,5,-4,-1.59,-1.07,2.3,4.6,-2.3,-0.92,-0.65
GER-Bundesliga,2324,Union Berlin,Rani Khedira,GER,MF,30-023,1994,10,582,58,29.4,6.5,8,68,4,2,19,0,1.6,7,6,1,0.15,1.12,6.4,7.4,-1.0,-0.16,0.26
GER-Bundesliga,2324,Union Berlin,Robin Gosens,GER,DF,29-229,1994,20,1455,73,73.5,16.2,17,82,5,3,20,0,1.05,15,27,-12,-0.74,-0.4,19.7,22.1,-2.5,-0.15,0.71
GER-Bundesliga,2324,Union Berlin,Robin Knoche,GER,DF,31-273,1992,18,1581,88,79.8,17.6,17,89,15,1,67,1,1.17,18,25,-7,-0.4,1.18,18.0,26.2,-8.2,-0.47,-0.63
GER-Bundesliga,2324,Union Berlin,Sheraldo Becker,SUR,"FW,MF",29-010,1995,11,645,59,32.6,7.2,7,72,1,4,35,0,0.55,6,17,-11,-1.53,-1.33,9.6,12.1,-2.5,-0.35,-0.01
GER-Bundesliga,2324,Union Berlin,Tim Schleinitz,GER,MF,18-254,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2324,Union Berlin,Yorbe Vertessen,BEL,FW,23-042,2001,3,127,42,6.4,1.4,1,74,0,2,27,1,1.33,1,2,-1,-0.71,-0.08,1.5,1.7,-0.3,-0.18,0.17
GER-Bundesliga,2324,Werder Bremen,Amos Pieper,GER,DF,26-033,1998,6,540,90,27.3,6.0,6,90,6,0,,4,1.0,10,14,-4,-0.67,-0.73,11.0,11.6,-0.7,-0.11,0.27
GER-Bundesliga,2324,Werder Bremen,Anthony Jung,GER,"DF,FW",32-108,1991,21,1742,83,88.0,19.4,20,87,16,1,11,1,1.38,25,25,0,0.0,1.13,23.3,29.9,-6.6,-0.34,-0.31
GER-Bundesliga,2324,Werder Bremen,Christian Groß,GER,"MF,DF",35-011,1989,11,468,43,23.6,5.2,5,80,0,6,11,8,1.45,9,13,-4,-0.77,-0.83,10.0,11.1,-1.1,-0.22,0.11
GER-Bundesliga,2324,Werder Bremen,Cimo Röcker,GER,DF,30-029,1994,0,,,,,0,,0,0,,5,,,,,,,,,,,
GER-Bundesliga,2324,Werder Bremen,Dawid Kownacki,POL,FW,26-342,1997,12,244,20,12.3,2.7,3,62,0,9,6,9,0.75,3,6,-3,-1.11,-1.11,4.1,5.6,-1.5,-0.54,-0.27
GER-Bundesliga,2324,Werder Bremen,Eduardo Dos Santos Haesler,GER,GK,25-009,1999,0,,,,,0,,0,0,,5,,,,,,,,,,,
GER-Bundesliga,2324,Werder Bremen,Felix Agu,GER,"DF,MF",24-145,1999,12,717,60,36.2,8.0,8,84,1,4,11,5,1.75,7,7,0,0.0,0.21,8.5,11.2,-2.7,-0.34,-0.06
GER-Bundesliga,2324,Werder Bremen,Ilia Gruev,BUL,MF,23-289,2000,1,4,4,0.2,0.0,0,,0,1,4,1,0.0,0,1,-1,-22.5,-22.41,0.2,0.2,-0.1,-1.89,-1.59
GER-Bundesliga,2324,Werder Bremen,Isak Hansen-Aarøen,NOR,MF,19-181,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
GER-Bundesliga,2324,Werder Bremen,Jakob Löpping,GER,MF,20-244,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2324,Werder Bremen,Jens Stage,DEN,MF,27-103,1996,22,1871,85,94.5,20.8,21,88,14,1,32,0,1.32,26,30,-4,-0.19,-1.02,26.1,33.6,-7.5,-0.36,-1.06
GER-Bundesliga,2324,Werder Bremen,Jiří Pavlenka,CZE,GK,31-311,1992,7,630,90,31.8,7.0,7,90,7,0,,9,0.86,12,17,-5,-0.71,-0.85,11.8,13.5,-1.7,-0.24,0.09
GER-Bundesliga,2324,Werder Bremen,Julián Malatini,ARG,DF,22-264,2001,4,142,36,7.2,1.6,1,90,1,3,17,1,2.25,2,0,2,1.27,1.51,3.7,1.2,2.5,1.56,2.01
GER-Bundesliga,2324,Werder Bremen,Justin Njinmah,GER,FW,23-096,2000,20,763,38,38.5,8.5,7,74,0,13,19,2,1.45,14,11,3,0.35,0.8,12.3,13.3,-1.0,-0.11,0.3
GER-Bundesliga,2324,Werder Bremen,Kein Sato,JPN,FW,22-223,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
GER-Bundesliga,2324,Werder Bremen,Leon Opitz,GER,"FW,DF",18-314,2005,2,17,9,0.9,0.2,0,,0,2,9,5,1.5,0,2,-2,-10.59,-10.54,0.0,1.2,-1.2,-6.5,-6.26
GER-Bundesliga,2324,Werder Bremen,Leonardo Bittencourt,GER,MF,30-062,1993,17,884,52,44.6,9.8,11,72,1,6,15,3,1.35,13,15,-2,-0.2,-0.12,11.0,15.5,-4.5,-0.46,-0.28
GER-Bundesliga,2324,Werder Bremen,Marco Friedl,AUT,DF,25-340,1998,18,1567,87,79.1,17.4,18,87,16,0,,0,1.22,20,24,-4,-0.23,-0.45,20.1,29.2,-9.1,-0.52,-1.05
GER-Bundesliga,2324,Werder Bremen,Marvin Ducksch,GER,FW,29-349,1994,21,1669,79,84.3,18.5,20,81,9,1,45,0,1.24,26,30,-4,-0.22,-0.51,23.4,29.8,-6.4,-0.35,-0.29
GER-Bundesliga,2324,Werder Bremen,Michael Zetterer,GER,GK,28-222,1995,15,1350,90,68.2,15.0,15,90,15,0,,7,1.53,19,17,2,0.13,0.85,17.3,22.3,-5.0,-0.33,-0.09
GER-Bundesliga,2324,Werder Bremen,Miloš Veljković,SRB,DF,28-146,1995,13,1097,84,55.4,12.2,12,88,11,1,45,1,0.92,18,25,-7,-0.57,-0.98,14.6,21.7,-7.1,-0.58,-0.62
GER-Bundesliga,2324,Werder Bremen,Mitchell Weiser,GER,"DF,FW",29-304,1994,19,1646,87,83.1,18.3,19,87,15,0,,1,1.21,26,27,-1,-0.05,0.48,24.1,29.3,-5.2,-0.29,0.1
GER-Bundesliga,2324,Werder Bremen,Naby Keïta,GUI,MF,29-009,1995,3,81,27,4.1,0.9,1,58,0,2,12,4,1.0,3,2,1,1.11,1.3,1.7,1.2,0.5,0.54,0.88
GER-Bundesliga,2324,Werder Bremen,Nick Woltemade,GER,"FW,MF",22-005,2002,18,463,26,23.4,5.1,3,64,0,15,18,3,1.56,11,6,5,0.97,1.45,10.6,8.1,2.6,0.5,1.05
GER-Bundesliga,2324,Werder Bremen,Niclas Füllkrug,GER,FW,31-010,1993,2,180,90,9.1,2.0,2,90,2,0,,0,0.0,0,5,-5,-2.5,-2.6,1.6,5.2,-3.6,-1.82,-1.67
GER-Bundesliga,2324,Werder Bremen,Nicolai Rapp,GER,DF,27-068,1996,2,76,38,3.8,0.8,1,71,0,1,5,9,0.0,1,2,-1,-1.18,-1.09,0.8,1.4,-0.6,-0.72,-0.44
GER-Bundesliga,2324,Werder Bremen,Niklas Stark,GER,DF,28-311,1995,13,976,75,49.3,10.8,11,85,10,2,18,2,1.54,19,13,6,0.55,1.36,17.9,15.7,2.2,0.2,0.99
GER-Bundesliga,2324,Werder Bremen,Oliver Burke,SCO,FW,26-318,1997,1,32,32,1.6,0.4,0,,0,1,32,0,0.0,0,3,-3,-8.44,-8.44,0.1,1.7,-1.6,-4.44,-4.21
GER-Bundesliga,2324,Werder Bremen,Olivier Deman,BEL,DF,23-319,2000,18,1094,61,55.3,12.2,12,83,6,6,16,1,1.44,22,20,2,0.16,0.67,17.1,18.7,-1.6,-0.13,0.38
GER-Bundesliga,2324,Werder Bremen,Rafael Borré,COL,FW,28-157,1995,19,991,52,50.1,11.0,11,77,2,8,19,0,1.37,13,18,-5,-0.45,-0.64,12.8,17.4,-4.6,-0.42,-0.24
GER-Bundesliga,2324,Werder Bremen,Romano Schmid,AUT,MF,24-023,2000,22,1636,74,82.6,18.2,19,82,7,3,23,0,1.32,27,30,-3,-0.17,-0.17,22.9,29.4,-6.5,-0.36,-0.31
