,,,,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
,,,,,,,,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2324,Bournemouth,Hamed Junior Traorè,CIV,MF,24-003,2000,0.5,4,7.66,1,0,2,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Bournemouth,Illia Zabarnyi,UKR,DF,21-171,2002,24.0,16,0.67,15,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Bournemouth,Ionuț Radu,ROU,GK,26-267,1997,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Bournemouth,Jaidon Anthony,ENG,FW,24-080,1999,1.7,3,1.78,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Bournemouth,James Hill,ENG,DF,22-040,2002,0.8,1,1.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Bournemouth,Joe Rothwell,ENG,MF,29-039,1995,4.3,12,2.8,6,3,1,1,1,0,1,0.23,1,0,0,0,0,0
ENG-Premier League,2324,Bournemouth,Justin Kluivert,NED,"MF,FW",24-290,1999,11.4,30,2.64,19,0,3,5,1,2,1,0.09,0,0,0,0,0,1
ENG-Premier League,2324,Bournemouth,Kieffer Moore,WAL,"FW,MF",31-195,1992,1.2,5,4.17,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Bournemouth,Lewis Cook,ENG,MF,27-016,1997,17.0,43,2.53,25,15,1,0,0,2,2,0.12,1,0,0,0,0,1
ENG-Premier League,2324,Bournemouth,Lloyd Kelly,ENG,DF,25-136,1998,11.2,17,1.51,13,2,1,0,0,1,1,0.09,1,0,0,0,0,0
ENG-Premier League,2324,Bournemouth,Luis Sinisterra,COL,"FW,MF",24-247,1999,6.5,30,4.63,19,0,5,4,0,2,3,0.46,0,0,0,3,0,0
ENG-Premier League,2324,Bournemouth,Marcos Senesi,ARG,DF,26-285,1997,17.4,33,1.89,32,0,0,0,0,1,5,0.29,5,0,0,0,0,0
ENG-Premier League,2324,Bournemouth,Marcus Tavernier,ENG,FW,24-334,1999,17.2,71,4.11,48,12,3,4,4,0,8,0.46,5,2,0,0,1,0
ENG-Premier League,2324,Bournemouth,Max Aarons,ENG,DF,24-046,2000,12.1,20,1.67,15,2,0,0,3,0,1,0.08,1,0,0,0,0,0
ENG-Premier League,2324,Bournemouth,Milos Kerkez,HUN,DF,20-104,2003,13.6,12,0.88,11,0,0,0,0,1,3,0.22,2,0,0,0,0,1
ENG-Premier League,2324,Bournemouth,Neto,BRA,GK,34-215,1989,22.0,4,0.18,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Bournemouth,Philip Billing,DEN,MF,27-253,1996,13.4,36,2.69,33,0,1,1,1,0,4,0.3,4,0,0,0,0,0
ENG-Premier League,2324,Bournemouth,Romain Faivre,FRA,"DF,MF",25-220,1998,0.1,1,12.86,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Bournemouth,Ryan Christie,SCO,MF,28-362,1995,21.1,67,3.18,53,3,4,2,3,2,3,0.14,3,0,0,0,0,0
ENG-Premier League,2324,Brentford,Aaron Hickey,SCO,DF,21-254,2002,7.9,7,0.88,6,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Brentford,Ben Mee,ENG,DF,34-151,1989,12.5,14,1.12,11,1,0,2,0,0,1,0.08,0,0,0,1,0,0
ENG-Premier League,2324,Brentford,Bryan Mbeumo,CMR,FW,24-196,1999,14.3,58,4.06,30,20,1,3,4,0,6,0.42,5,1,0,0,0,0
ENG-Premier League,2324,Brentford,Christian Nørgaard,DEN,MF,29-346,1994,20.8,50,2.4,40,4,0,3,2,1,2,0.1,2,0,0,0,0,0
ENG-Premier League,2324,Brentford,Ethan Pinnock,JAM,DF,30-266,1993,23.0,23,1.0,16,1,0,5,0,1,1,0.04,1,0,0,0,0,0
ENG-Premier League,2324,Brentford,Frank Onyeka,NGA,MF,26-049,1998,8.6,25,2.93,17,0,2,3,2,1,1,0.12,0,0,0,1,0,0
ENG-Premier League,2324,Brentford,Ivan Toney,ENG,FW,27-340,1996,5.0,14,2.8,9,0,1,2,2,0,2,0.4,1,0,0,1,0,0
ENG-Premier League,2324,Brentford,Josh Dasilva,ENG,"DF,FW",25-119,1998,0.3,1,3.75,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Brentford,Keane Lewis-Potter,ENG,"FW,DF",22-362,2001,9.0,18,2.0,11,0,2,4,1,0,1,0.11,0,0,0,1,0,0
ENG-Premier League,2324,Brentford,Kevin Schade,GER,"FW,MF",22-084,2001,2.9,8,2.8,5,0,0,1,2,0,2,0.7,1,0,0,0,1,0
ENG-Premier League,2324,Brentford,Kristoffer Ajer,NOR,DF,25-308,1998,9.4,18,1.91,15,0,1,2,0,0,2,0.21,2,0,0,0,0,0
ENG-Premier League,2324,Brentford,Mads Roerslev,DEN,DF,24-240,1999,12.5,20,1.6,17,0,2,0,0,1,3,0.24,3,0,0,0,0,0
ENG-Premier League,2324,Brentford,Mark Flekken,NED,GK,30-251,1993,22.5,2,0.09,1,1,0,0,0,0,1,0.04,0,1,0,0,0,0
ENG-Premier League,2324,Brentford,Mathias Jensen,DEN,MF,28-049,1996,15.0,58,3.86,32,24,0,0,2,0,6,0.4,3,2,0,0,1,0
ENG-Premier League,2324,Brentford,Mathias Jørgensen,DEN,DF,33-302,1990,2.1,1,0.48,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Brentford,Michael Olakigbe,ENG,"DF,FW",19-300,2004,0.7,3,4.58,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Brentford,Mikkel Damsgaard,DEN,MF,23-231,2000,3.8,11,2.88,6,3,0,1,1,0,1,0.26,0,0,0,0,1,0
ENG-Premier League,2324,Brentford,Myles Peart-Harris,ENG,"DF,MF",21-154,2002,0.1,1,6.92,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Brentford,Nathan Collins,IRL,DF,22-295,2001,18.1,11,0.61,10,0,0,0,0,1,2,0.11,2,0,0,0,0,0
ENG-Premier League,2324,Brentford,Neal Maupay,FRA,FW,27-189,1996,12.1,37,3.07,28,0,2,6,0,1,5,0.41,5,0,0,0,0,0
ENG-Premier League,2324,Brentford,Rico Henry,ENG,DF,26-226,1997,4.5,13,2.92,10,0,3,0,0,0,3,0.67,2,0,1,0,0,0
ENG-Premier League,2324,Brentford,Saman Ghoddos,IRN,DF,30-166,1993,7.8,20,2.56,10,5,1,0,3,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Brentford,Sergio Reguilón,ESP,DF,27-065,1996,3.0,6,2.01,3,2,0,1,0,0,2,0.67,0,1,0,1,0,0
ENG-Premier League,2324,Brentford,Shandon Baptiste,GRN,MF,25-317,1998,2.4,3,1.23,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Brentford,Thomas Strakosha,ALB,GK,28-337,1995,1.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Brentford,Vitaly Janelt,GER,"MF,DF",25-285,1998,21.9,51,2.33,44,0,0,3,2,2,3,0.14,2,0,0,0,1,0
ENG-Premier League,2324,Brentford,Yehor Yarmoliuk,UKR,MF,19-355,2004,4.7,,,,,,,,,,,,,,,,
ENG-Premier League,2324,Brentford,Yoane Wissa,COD,FW,27-169,1996,17.5,39,2.23,22,1,2,6,7,1,4,0.23,1,0,0,1,2,0
ENG-Premier League,2324,Brighton,Adam Lallana,ENG,MF,35-285,1988,6.4,17,2.64,16,0,0,0,1,0,1,0.16,1,0,0,0,0,0
ENG-Premier League,2324,Brighton,Adam Webster,ENG,DF,29-046,1995,7.5,8,1.06,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Brighton,Ansu Fati,ESP,"MF,FW",21-111,2002,3.8,16,4.19,12,0,1,3,0,0,3,0.78,2,0,0,1,0,0
ENG-Premier League,2324,Brighton,Bart Verbruggen,NED,GK,21-185,2002,11.0,2,0.18,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Brighton,Benicio Boaitey,ENG,"DF,FW",20-041,2004,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Brighton,Billy Gilmour,SCO,MF,22-253,2001,18.9,55,2.92,46,5,0,2,2,0,6,0.32,5,0,0,1,0,0
ENG-Premier League,2324,Brighton,Carlos Baleba,CMR,MF,20-047,2004,6.6,8,1.2,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Brighton,Danny Welbeck,ENG,"FW,MF",33-085,1990,10.4,36,3.46,24,0,2,7,3,0,6,0.58,3,0,0,1,2,0
ENG-Premier League,2324,Brighton,Evan Ferguson,IRL,FW,19-123,2004,12.6,19,1.51,13,0,1,1,3,1,1,0.08,0,0,0,0,1,0
ENG-Premier League,2324,Brighton,Facundo Buonanotte,ARG,"MF,FW",19-058,2004,9.3,27,2.9,17,1,1,2,5,1,2,0.21,2,0,0,0,0,0
ENG-Premier League,2324,Brighton,Igor,BRA,DF,26-012,1998,10.3,16,1.56,15,0,1,0,0,0,2,0.19,2,0,0,0,0,0
ENG-Premier League,2324,Brighton,Jack Hinshelwood,ENG,DF,18-314,2005,9.7,14,1.45,11,0,0,3,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Brighton,Jakub Moder,POL,"MF,DF",24-318,1999,1.5,3,2.03,3,0,0,0,0,0,1,0.68,1,0,0,0,0,0
ENG-Premier League,2324,Brighton,James Milner,ENG,"DF,MF",38-046,1986,8.6,24,2.79,20,4,0,0,0,0,2,0.23,0,2,0,0,0,0
ENG-Premier League,2324,Brighton,Jan Paul van Hecke,NED,DF,23-256,2000,18.3,27,1.47,26,0,0,1,0,0,3,0.16,3,0,0,0,0,0
ENG-Premier League,2324,Brighton,Jason Steele,ENG,GK,33-185,1990,14.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Brighton,João Pedro,BRA,"FW,MF",22-146,2001,15.5,61,3.95,40,0,5,7,8,1,9,0.58,4,0,2,1,2,0
ENG-Premier League,2324,Brighton,Joël Veltman,NED,DF,32-035,1992,10.2,7,0.68,6,1,0,0,0,0,1,0.1,1,0,0,0,0,0
ENG-Premier League,2324,Brighton,Julio César Enciso,PAR,MF,20-027,2004,0.8,5,6.52,3,0,2,0,0,0,2,2.61,2,0,0,0,0,0
ENG-Premier League,2324,Brighton,Kaoru Mitoma,JPN,FW,26-275,1997,16.5,62,3.76,47,0,10,3,2,0,10,0.61,6,0,3,1,0,0
ENG-Premier League,2324,Brighton,Lewis Dunk,ENG,DF,32-090,1991,20.7,33,1.59,26,2,0,5,0,0,7,0.34,6,0,0,1,0,0
ENG-Premier League,2324,Brighton,Mahmoud Dahoud,GER,MF,28-049,1996,5.0,13,2.59,13,0,0,0,0,0,2,0.4,2,0,0,0,0,0
ENG-Premier League,2324,Brighton,Pascal Groß,GER,"MF,DF",32-249,1991,22.2,115,5.17,72,31,4,6,1,1,14,0.63,8,2,3,1,0,0
ENG-Premier League,2324,Brighton,Pervis Estupiñán,ECU,DF,26-029,1998,9.5,30,3.15,27,1,1,1,0,0,2,0.21,2,0,0,0,0,0
ENG-Premier League,2324,Brighton,Simon Adingra,CIV,FW,22-049,2002,13.7,38,2.77,27,1,3,4,1,2,4,0.29,3,0,0,0,0,1
ENG-Premier League,2324,Brighton,Solly March,ENG,"FW,DF",29-214,1994,6.2,22,3.57,8,8,2,1,2,1,2,0.32,0,1,0,0,1,0
ENG-Premier League,2324,Brighton,Tariq Lamptey,GHA,"DF,FW",23-142,2000,5.1,8,1.58,7,0,1,0,0,0,3,0.59,3,0,0,0,0,0
ENG-Premier League,2324,Burnley,Aaron Ramsey,ENG,"MF,FW",21-029,2003,5.9,5,0.85,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Burnley,Ameen Al-Dakhil,BEL,DF,21-350,2002,11.7,8,0.68,5,0,1,2,0,0,1,0.09,1,0,0,0,0,0
ENG-Premier League,2324,Burnley,Anass Zaroury,MAR,"FW,MF",23-104,2000,1.7,2,1.18,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Burnley,Benson Manuel,BEL,"MF,FW",26-328,1997,0.8,2,2.37,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Burnley,Charlie Taylor,ENG,DF,30-154,1993,16.3,18,1.1,15,0,0,2,1,0,2,0.12,1,0,0,1,0,0
ENG-Premier League,2324,Burnley,Connor Roberts,WAL,DF,28-149,1995,9.1,18,1.97,13,5,0,0,0,0,3,0.33,3,0,0,0,0,0
ENG-Premier League,2324,Burnley,Dara O'Shea,IRL,DF,24-352,1999,20.4,19,0.93,17,0,0,2,0,0,5,0.24,5,0,0,0,0,0
ENG-Premier League,2324,Burnley,David Datro Fofana,CIV,FW,21-059,2002,2.7,5,1.87,1,0,1,2,0,1,1,0.37,0,0,1,0,0,0
ENG-Premier League,2324,Burnley,Han-Noah Massengo,FRA,"MF,DF",22-227,2001,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Burnley,Hannes Delcroix,BEL,DF,24-356,1999,6.3,7,1.11,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Burnley,Hjalmar Ekdal,SWE,DF,25-121,1998,3.6,2,0.55,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Burnley,Jack Cork,ENG,"MF,DF",34-239,1989,0.2,1,5.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Burnley,Jacob Bruun Larsen,DEN,"MF,FW",25-153,1998,5.4,19,3.53,15,3,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Burnley,James Trafford,ENG,GK,21-132,2002,25.0,7,0.28,3,4,0,0,0,0,1,0.04,0,1,0,0,0,0
ENG-Premier League,2324,Burnley,Jay Rodriguez,ENG,FW,34-205,1989,8.1,11,1.36,7,0,1,3,0,0,1,0.12,1,0,0,0,0,0
ENG-Premier League,2324,Burnley,Jordan Beyer,GER,DF,23-276,2000,13.7,10,0.73,10,0,0,0,0,0,1,0.07,1,0,0,0,0,0
ENG-Premier League,2324,Burnley,Josh Brownhill,ENG,MF,28-062,1995,21.7,56,2.59,30,18,1,3,3,1,4,0.18,3,1,0,0,0,0
ENG-Premier League,2324,Burnley,Josh Cullen,IRL,MF,27-318,1996,10.4,20,1.93,19,1,0,0,0,0,2,0.19,2,0,0,0,0,0
ENG-Premier League,2324,Burnley,Jóhann Berg Guðmundsson,ISL,MF,33-115,1990,10.7,42,3.94,24,15,0,1,2,0,4,0.38,3,1,0,0,0,0
ENG-Premier League,2324,Burnley,Lorenz Assignon,TOG,DF,23-242,2000,2.9,2,0.7,1,1,0,0,0,0,1,0.35,1,0,0,0,0,0
ENG-Premier League,2324,Burnley,Luca Koleosho,ITA,"MF,FW",19-157,2004,10.8,28,2.59,12,0,11,2,3,0,6,0.56,2,0,3,0,1,0
ENG-Premier League,2324,Burnley,Lyle Foster,RSA,FW,23-169,2000,12.5,21,1.68,18,0,1,1,1,0,4,0.32,4,0,0,0,0,0
ENG-Premier League,2324,Burnley,Maxime Estève,FRA,DF,21-269,2002,2.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Burnley,Michael Obafemi,IRL,"FW,MF",23-228,2000,0.2,1,4.29,1,0,0,0,0,0,1,4.29,1,0,0,0,0,0
ENG-Premier League,2324,Burnley,Mike Trésor,BEL,"FW,MF",24-267,1999,4.5,9,2.0,3,5,1,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Burnley,Nathan Redmond,ENG,"FW,MF",29-350,1994,1.6,8,5.07,6,0,1,0,1,0,1,0.63,1,0,0,0,0,0
ENG-Premier League,2324,Burnley,Sander Berge,NOR,MF,26-005,1998,20.4,30,1.47,29,0,0,0,1,0,3,0.15,3,0,0,0,0,0
ENG-Premier League,2324,Burnley,Vitinho,BRA,DF,24-211,1999,15.8,30,1.9,24,2,3,1,0,0,3,0.19,3,0,0,0,0,0
ENG-Premier League,2324,Burnley,Wilson Odobert,FRA,"MF,FW",19-083,2004,11.0,32,2.92,19,0,7,4,2,0,2,0.18,2,0,0,0,0,0
ENG-Premier League,2324,Burnley,Zeki Amdouni,SUI,FW,23-077,2000,18.9,43,2.28,26,0,5,6,4,2,3,0.16,1,0,2,0,0,0
ENG-Premier League,2324,Chelsea,Alex Matos,ENG,MF,19-139,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Chelsea,Alfie Gilchrist,ENG,"DF,FW",20-083,2003,0.2,1,4.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Chelsea,Armando Broja,ALB,FW,22-162,2001,5.0,8,1.59,5,0,1,0,2,0,1,0.2,0,0,0,0,1,0
ENG-Premier League,2324,Chelsea,Axel Disasi,FRA,DF,25-345,1998,22.7,8,0.35,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Chelsea,Ben Chilwell,ENG,DF,27-060,1996,7.3,19,2.61,9,8,0,0,2,0,1,0.14,1,0,0,0,0,0
ENG-Premier League,2324,Chelsea,Benoît Badiashile,FRA,DF,22-330,2001,6.2,12,1.93,11,0,0,0,0,1,3,0.48,3,0,0,0,0,0
ENG-Premier League,2324,Chelsea,Carney Chukwuemeka,ENG,MF,20-122,2003,1.9,5,2.65,4,0,1,0,0,0,3,1.59,2,0,1,0,0,0
ENG-Premier League,2324,Chelsea,Cesare Casadei,ITA,MF,21-040,2003,0.2,1,6.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Chelsea,Christopher Nkunku,FRA,"FW,MF",26-097,1997,3.5,9,2.54,7,0,1,1,0,0,1,0.28,1,0,0,0,0,0
ENG-Premier League,2324,Chelsea,Cole Palmer,ENG,"FW,MF",21-289,2002,17.4,78,4.49,63,0,5,4,2,4,11,0.63,9,0,1,0,0,1
ENG-Premier League,2324,Chelsea,Conor Gallagher,ENG,MF,24-013,2000,22.2,71,3.19,48,10,4,4,1,4,8,0.36,4,3,0,1,0,0
ENG-Premier League,2324,Chelsea,Deivid Washington,BRA,DF,18-259,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Chelsea,Enzo Fernández,ARG,MF,23-033,2001,19.0,61,3.2,49,4,0,3,5,0,4,0.21,3,0,0,0,1,0
ENG-Premier League,2324,Chelsea,Ian Maatsen,NED,"FW,MF",21-346,2002,2.3,5,2.15,3,1,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Chelsea,Lesley Ugochukwu,FRA,MF,19-330,2004,3.0,3,0.99,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Chelsea,Levi Colwill,ENG,DF,20-358,2003,19.1,24,1.26,18,1,1,4,0,0,3,0.16,3,0,0,0,0,0
ENG-Premier League,2324,Chelsea,Malo Gusto,FRA,DF,20-276,2003,13.2,26,1.97,25,1,0,0,0,0,5,0.38,5,0,0,0,0,0
ENG-Premier League,2324,Chelsea,Marc Cucurella,ESP,DF,25-212,1998,7.8,12,1.54,10,1,1,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Chelsea,Mason Burstow,ENG,FW,20-199,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Chelsea,Moisés Caicedo,ECU,MF,22-109,2001,19.6,35,1.79,27,0,1,1,4,2,7,0.36,6,0,0,0,0,1
ENG-Premier League,2324,Chelsea,Mykhailo Mudryk,UKR,FW,23-045,2001,9.7,28,2.89,17,6,2,1,2,0,4,0.41,1,1,0,1,1,0
ENG-Premier League,2324,Chelsea,Nicolas Jackson,SEN,FW,22-244,2001,18.2,50,2.75,32,1,11,2,3,1,7,0.39,5,0,2,0,0,0
ENG-Premier League,2324,Chelsea,Noni Madueke,ENG,FW,21-346,2002,3.9,16,4.13,11,1,2,0,2,0,2,0.52,1,0,0,0,1,0
ENG-Premier League,2324,Chelsea,Raheem Sterling,ENG,"FW,MF",29-073,1994,19.2,69,3.59,43,0,12,4,6,4,11,0.57,6,0,2,0,3,0
ENG-Premier League,2324,Chelsea,Reece James,ENG,DF,24-073,1999,4.3,14,3.25,12,1,0,1,0,0,2,0.46,1,0,0,1,0,0
ENG-Premier League,2324,Chelsea,Robert Sánchez,ESP,GK,26-093,1997,15.9,2,0.13,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Chelsea,Roméo Lavia,BEL,MF,20-044,2004,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Chelsea,Thiago Silva,BRA,DF,39-150,1984,22.0,21,0.95,20,1,0,0,0,0,2,0.09,2,0,0,0,0,0
ENG-Premier League,2324,Chelsea,Trevoh Chalobah,ENG,DF,24-229,1999,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Chelsea,Đorđe Petrović,SRB,GK,24-134,1999,9.1,1,0.11,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Crystal Palace,Adam Wharton,ENG,MF,19-262,2004,1.7,3,1.76,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Crystal Palace,Cheick Doucouré,MLI,MF,24-042,2000,10.2,23,2.25,19,0,1,2,0,1,3,0.29,3,0,0,0,0,0
ENG-Premier League,2324,Crystal Palace,Chris Richards,USA,"MF,DF",23-328,2000,12.3,8,0.65,7,0,0,0,0,1,2,0.16,2,0,0,0,0,0
ENG-Premier League,2324,Crystal Palace,Daniel Muñoz,COL,DF,27-269,1996,2.0,4,2.0,4,0,0,0,0,0,1,0.5,1,0,0,0,0,0
ENG-Premier League,2324,Crystal Palace,David Ozoh,ENG,MF,18-264,2005,1.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Crystal Palace,Dean Henderson,ENG,GK,26-344,1997,8.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Crystal Palace,Eberechi Eze,ENG,"MF,FW",25-235,1998,12.9,63,4.88,23,21,4,7,7,1,3,0.23,2,0,0,0,1,0
ENG-Premier League,2324,Crystal Palace,James Tomkins,ENG,DF,34-327,1989,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Crystal Palace,Jaïro Riedewald,NED,"MF,FW",27-163,1996,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Crystal Palace,Jean-Philippe Mateta,FRA,FW,26-236,1997,12.8,41,3.19,30,0,4,3,3,1,7,0.55,5,0,0,0,2,0
ENG-Premier League,2324,Crystal Palace,Jefferson Lerma,COL,MF,29-117,1994,18.5,37,2.0,33,0,1,2,0,1,3,0.16,3,0,0,0,0,0
ENG-Premier League,2324,Crystal Palace,Jeffrey Schlupp,GHA,"FW,MF",31-058,1992,13.6,23,1.69,17,0,2,1,2,1,1,0.07,1,0,0,0,0,0
ENG-Premier League,2324,Crystal Palace,Jesuran Rak Sakyi,ENG,"MF,FW",21-137,2002,1.5,6,3.97,4,0,2,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Crystal Palace,Joachim Andersen,DEN,DF,27-264,1996,24.0,31,1.29,26,1,0,3,0,1,3,0.12,3,0,0,0,0,0
ENG-Premier League,2324,Crystal Palace,Joel Ward,ENG,DF,34-113,1989,14.8,14,0.95,11,2,0,1,0,0,3,0.2,2,1,0,0,0,0
ENG-Premier League,2324,Crystal Palace,Jordan Ayew,GHA,"FW,MF",32-161,1991,20.2,53,2.63,28,2,3,7,11,2,9,0.45,7,0,1,0,1,0
ENG-Premier League,2324,Crystal Palace,Marc Guéhi,ENG,DF,23-221,2000,21.2,18,0.85,13,0,0,2,2,1,2,0.09,2,0,0,0,0,0
ENG-Premier League,2324,Crystal Palace,Matheus França,BRA,"MF,FW",19-324,2004,2.0,6,2.97,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Crystal Palace,Michael Olise,FRA,"FW,MF",22-069,2001,8.4,50,5.96,24,11,7,4,4,0,6,0.72,5,0,1,0,0,0
ENG-Premier League,2324,Crystal Palace,Naouirou Ahamada,FRA,"MF,FW",21-327,2002,1.9,5,2.63,5,0,0,0,0,0,1,0.53,1,0,0,0,0,0
ENG-Premier League,2324,Crystal Palace,Nathaniel Clyne,ENG,DF,32-320,1991,8.0,4,0.5,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Crystal Palace,Odsonne Édouard,FRA,FW,26-034,1998,14.0,39,2.78,24,0,6,7,1,1,1,0.07,1,0,0,0,0,0
ENG-Premier League,2324,Crystal Palace,Remi Matthews,ENG,GK,30-009,1994,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Crystal Palace,Sam Johnstone,ENG,GK,30-331,1993,16.0,1,0.06,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Crystal Palace,Tyrick Mitchell,ENG,DF,24-171,1999,22.1,23,1.04,20,2,0,0,0,1,2,0.09,2,0,0,0,0,0
ENG-Premier League,2324,Crystal Palace,Will Hughes,ENG,MF,28-308,1995,14.3,34,2.39,21,9,1,0,2,1,2,0.14,2,0,0,0,0,0
ENG-Premier League,2324,Everton,Abdoulaye Doucouré,MLI,"FW,MF",31-049,1993,17.0,47,2.76,40,0,0,5,1,1,4,0.24,2,0,0,2,0,0
ENG-Premier League,2324,Everton,Alex Iwobi,NGA,MF,27-292,1996,1.6,12,7.77,6,1,2,3,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Everton,Amadou Onana,BEL,MF,22-187,2001,15.7,39,2.48,32,0,1,3,3,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Everton,André Gomes,POR,MF,30-204,1993,1.8,5,2.83,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Everton,Arnaut Danjuma,NED,"MF,FW",27-019,1997,6.6,18,2.72,9,0,1,5,2,1,1,0.15,0,0,0,1,0,0
ENG-Premier League,2324,Everton,Ashley Young,ENG,"DF,MF",38-225,1985,16.1,41,2.55,26,8,0,4,2,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Everton,Ben Godfrey,ENG,DF,26-035,1998,3.4,7,2.03,2,0,0,4,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2324,Everton,Beto,GNB,FW,26-019,1998,6.3,21,3.32,12,0,5,1,1,2,1,0.16,1,0,0,0,0,0
