,,,,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
,,,,,,,,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2324,M'Gladbach,Shiō Fukuda,JPN,"MF,FW",19-317,2004,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,M'Gladbach,Stefan Lainer,AUT,DF,31-176,1992,1.1,5,4.41,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,M'Gladbach,Tomáš Čvančara,CZE,FW,23-190,2000,7.1,13,1.83,7,0,1,5,0,0,2,0.28,1,0,0,1,0,0
GER-Bundesliga,2324,M'Gladbach,Tony Jantschke,GER,"DF,MF",33-318,1990,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,M'Gladbach,Yvandro Borges Sanches,LUX,"MF,FW",19-271,2004,0.2,1,5.0,0,0,0,0,1,0,1,5.0,0,0,0,0,1,0
GER-Bundesliga,2324,Mainz 05,Andreas Hanche-Olsen,NOR,DF,27-033,1997,2.4,1,0.42,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Anthony Caci,FRA,DF,26-233,1997,18.7,34,1.82,24,4,1,4,1,0,2,0.11,2,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Anton Stach,GER,MF,25-096,1998,1.9,7,3.71,4,0,1,2,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Anwar El Ghazi,NED,"MF,DF",28-292,1995,0.6,4,6.67,2,0,2,0,0,0,1,1.67,1,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Aymen Barkok,MAR,"MF,FW",25-274,1998,3.6,15,4.21,10,2,1,1,1,0,1,0.28,1,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Brajan Gruda,GER,"MF,FW",19-264,2004,10.2,59,5.77,36,9,4,4,6,0,1,0.1,1,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Daniel Batz,GER,GK,33-038,1991,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Danny da Costa,GER,DF,30-221,1993,8.7,15,1.73,12,2,1,0,0,0,1,0.12,1,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,David Mamutovic,GER,"FW,DF",23-076,2000,0.1,1,8.18,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Dominik Kohr,GER,"MF,DF",30-019,1994,15.1,22,1.46,17,0,1,4,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Edimilson Fernandes,SUI,DF,27-310,1996,11.8,30,2.54,13,14,0,2,0,1,2,0.17,1,1,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Jessic Ngankam,GER,"FW,MF",23-214,2000,1.6,7,4.26,5,0,0,1,0,1,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Jonathan Burkardt,GER,"FW,MF",23-223,2000,6.6,13,1.97,6,0,0,3,4,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Josuha Guilavogui,FRA,DF,33-153,1990,1.4,3,2.13,3,0,0,0,0,0,1,0.71,1,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Karim Onisiwo,AUT,"FW,MF",31-339,1992,13.6,41,3.0,25,0,3,6,7,0,6,0.44,3,0,1,2,0,0
GER-Bundesliga,2324,Mainz 05,Leandro Barreiro Martins,LUX,MF,24-047,2000,18.5,41,2.21,28,1,1,4,5,2,2,0.11,2,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Lee Jae-sung,KOR,"MF,FW",31-193,1992,13.9,35,2.51,31,0,1,0,2,1,1,0.07,1,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Ludovic Ajorque,FRA,FW,29-359,1994,12.3,30,2.43,25,1,0,1,3,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Marco Richter,GER,"MF,FW",26-087,1997,7.5,27,3.62,14,5,2,4,2,0,1,0.13,0,1,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Marcus Müller,GER,MF,21-183,2002,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Matondo-Merveille Papela,GER,"MF,DF",23-032,2001,2.9,7,2.45,5,0,1,0,0,1,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Maxim Leitsch,GER,DF,25-277,1998,4.2,1,0.24,1,0,0,0,0,0,1,0.24,1,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Nadiem Amiri,GER,MF,27-115,1996,3.7,32,8.67,13,15,2,1,0,1,3,0.81,0,3,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Nelson Weiper,GER,"FW,MF",18-339,2005,1.2,3,2.6,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Phillipp Mwene,AUT,DF,30-021,1994,12.3,38,3.1,25,9,2,0,1,1,2,0.16,2,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Robin Zentner,GER,GK,29-114,1994,18.0,7,0.39,6,0,1,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Sepp van den Berg,NED,DF,22-061,2001,19.5,14,0.72,10,1,0,3,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Silvan Widmer,SUI,"DF,FW",30-351,1993,7.4,13,1.76,10,2,0,1,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Stefan Bell,GER,DF,32-179,1991,7.4,5,0.68,5,0,0,0,0,0,1,0.14,1,0,0,0,0,0
GER-Bundesliga,2324,Mainz 05,Tom Krauß,GER,MF,22-242,2001,12.8,14,1.1,12,0,0,0,2,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,RB Leipzig,Amadou Haidara,MLI,MF,26-019,1998,7.8,25,3.2,23,0,0,0,1,1,2,0.26,1,0,0,0,1,0
GER-Bundesliga,2324,RB Leipzig,Benjamin Henrichs,GER,DF,26-361,1997,18.3,60,3.27,46,4,3,4,1,2,6,0.33,4,0,0,1,1,0
GER-Bundesliga,2324,RB Leipzig,Benjamin Šeško,SVN,FW,20-264,2003,8.5,18,2.11,13,0,4,1,0,0,4,0.47,3,0,1,0,0,0
GER-Bundesliga,2324,RB Leipzig,Castello Lukeba,FRA,DF,21-064,2002,13.4,9,0.67,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,RB Leipzig,Christoph Baumgartner,AUT,MF,24-202,1999,8.8,31,3.53,18,0,3,5,4,1,3,0.34,1,0,0,1,1,0
GER-Bundesliga,2324,RB Leipzig,Christopher Lenz,GER,"DF,MF",29-150,1994,0.4,2,5.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,RB Leipzig,Dani Olmo,ESP,"MF,FW",25-288,1998,7.5,27,3.61,18,0,2,3,3,1,5,0.67,5,0,0,0,0,0
GER-Bundesliga,2324,RB Leipzig,David Raum,GER,DF,25-303,1998,21.4,69,3.22,39,25,4,1,0,0,10,0.47,3,6,1,0,0,0
GER-Bundesliga,2324,RB Leipzig,El Chadaille Bitshiabu,FRA,DF,18-279,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,RB Leipzig,Elif Elmas,MKD,"MF,DF",24-148,1999,0.7,1,1.45,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,RB Leipzig,Emil Forsberg,SWE,"MF,FW",32-119,1991,5.2,16,3.1,11,2,0,3,0,0,4,0.78,3,0,0,1,0,0
GER-Bundesliga,2324,RB Leipzig,Fabio Carvalho,POR,MF,21-173,2002,1.8,4,2.18,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,RB Leipzig,Janis Blaswich,GER,GK,32-293,1991,19.0,3,0.16,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,RB Leipzig,Kevin Kampl,SVN,MF,33-133,1990,12.6,28,2.22,25,0,1,0,1,1,3,0.24,3,0,0,0,0,0
GER-Bundesliga,2324,RB Leipzig,Loïs Openda,BEL,FW,24-003,2000,19.8,57,2.88,38,0,4,8,6,1,8,0.4,6,0,0,1,1,0
GER-Bundesliga,2324,RB Leipzig,Lukas Klostermann,GER,DF,27-261,1996,13.9,14,1.01,13,0,0,1,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,RB Leipzig,Mohamed Simakan,FRA,DF,23-292,2000,18.5,28,1.52,23,1,0,2,2,0,2,0.11,1,0,0,1,0,0
GER-Bundesliga,2324,RB Leipzig,Nicolas Seiwald,AUT,MF,22-291,2001,3.8,3,0.8,3,0,0,0,0,0,1,0.27,1,0,0,0,0,0
GER-Bundesliga,2324,RB Leipzig,Péter Gulácsi,HUN,GK,33-289,1990,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,RB Leipzig,Timo Werner,GER,"FW,MF",27-350,1996,2.3,8,3.46,7,0,1,0,0,0,1,0.43,0,0,1,0,0,0
GER-Bundesliga,2324,RB Leipzig,Willi Orban,HUN,DF,31-108,1992,5.6,3,0.54,3,0,0,0,0,0,1,0.18,1,0,0,0,0,0
GER-Bundesliga,2324,RB Leipzig,Xaver Schlager,AUT,MF,26-144,1997,19.6,54,2.76,50,0,1,0,3,0,5,0.26,5,0,0,0,0,0
GER-Bundesliga,2324,RB Leipzig,Xavi Simons,NED,MF,20-304,2003,18.9,112,5.92,69,15,12,7,9,0,15,0.79,11,0,1,2,1,0
GER-Bundesliga,2324,RB Leipzig,Yussuf Poulsen,DEN,FW,29-249,1994,11.2,31,2.78,22,0,4,2,3,0,5,0.45,4,0,1,0,0,0
GER-Bundesliga,2324,Stuttgart,Alexander Nübel,GER,GK,27-142,1996,20.0,3,0.15,3,0,0,0,0,0,1,0.05,1,0,0,0,0,0
GER-Bundesliga,2324,Stuttgart,Angelo Stiller,GER,MF,22-321,2001,19.1,72,3.78,52,18,0,1,0,1,8,0.42,6,1,0,0,0,1
GER-Bundesliga,2324,Stuttgart,Anthony Rouault,FRA,DF,22-266,2001,7.9,12,1.51,12,0,0,0,0,0,3,0.38,3,0,0,0,0,0
GER-Bundesliga,2324,Stuttgart,Atakan Karazor,GER,MF,27-129,1996,19.9,42,2.11,36,0,0,1,1,4,3,0.15,3,0,0,0,0,0
GER-Bundesliga,2324,Stuttgart,Borna Sosa,CRO,"FW,DF",26-029,1998,0.5,5,9.78,3,2,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Stuttgart,Chris Führich,GER,"FW,MF",26-041,1998,19.2,105,5.47,70,11,13,8,2,1,15,0.78,12,1,2,0,0,0
GER-Bundesliga,2324,Stuttgart,Dan-Axel Zagadou,FRA,DF,24-261,1999,16.1,10,0.62,8,0,1,1,0,0,1,0.06,0,0,0,1,0,0
GER-Bundesliga,2324,Stuttgart,Deniz Undav,GER,FW,27-215,1996,14.4,57,3.96,40,0,8,4,4,1,9,0.63,7,0,1,1,0,0
GER-Bundesliga,2324,Stuttgart,Enzo Millot,FRA,"MF,FW",21-217,2002,16.5,56,3.4,46,1,4,1,3,1,6,0.36,4,0,1,1,0,0
GER-Bundesliga,2324,Stuttgart,Fabian Bredlow,GER,GK,28-354,1995,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Stuttgart,Genki Haraguchi,JPN,MF,32-286,1991,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Stuttgart,Hiroki Ito,JPN,DF,24-283,1999,12.9,28,2.17,25,0,1,2,0,0,6,0.46,6,0,0,0,0,0
GER-Bundesliga,2324,Stuttgart,Jamie Leweling,GER,"FW,MF",22-358,2001,9.9,35,3.56,25,1,4,4,1,0,4,0.41,3,0,1,0,0,0
GER-Bundesliga,2324,Stuttgart,Jeong Woo-yeong,KOR,"MF,FW",24-152,1999,4.6,15,3.28,13,1,0,1,0,0,3,0.66,2,0,0,1,0,0
GER-Bundesliga,2324,Stuttgart,Josha Vagnoman,GER,"DF,FW",23-070,2000,7.7,16,2.09,11,1,0,3,0,1,2,0.26,2,0,0,0,0,0
GER-Bundesliga,2324,Stuttgart,Jovan Milošević,SRB,"FW,MF",18-203,2005,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Stuttgart,Leonidas Stergiou,SUI,DF,21-353,2002,1.6,1,0.62,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Stuttgart,Lilian Egloff,GER,"MF,DF",21-183,2002,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Stuttgart,Luca Raimund,GER,"FW,MF",18-316,2005,0.3,3,9.31,1,0,0,2,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Stuttgart,Mahmoud Dahoud,GER,MF,28-049,1996,0.4,4,9.0,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Stuttgart,Maximilian Mittelstädt,GER,DF,26-338,1997,13.1,32,2.43,29,0,0,2,0,1,5,0.38,5,0,0,0,0,0
GER-Bundesliga,2324,Stuttgart,Pascal Stenzel,GER,DF,27-336,1996,10.2,29,2.84,26,0,1,1,1,0,9,0.88,8,0,1,0,0,0
GER-Bundesliga,2324,Stuttgart,Roberto Massimo,GER,"FW,DF",23-130,2000,0.9,1,1.07,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Stuttgart,Samuele Di Benedetto,GER,MF,18-218,2005,0.1,1,12.86,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Stuttgart,Serhou Guirassy,GUI,FW,27-344,1996,12.7,46,3.62,36,0,5,1,4,0,8,0.63,2,0,4,0,2,0
GER-Bundesliga,2324,Stuttgart,Silas Katompa,COD,"FW,MF",25-136,1998,8.1,30,3.71,18,0,7,2,3,0,4,0.5,1,0,1,1,1,0
GER-Bundesliga,2324,Stuttgart,Waldemar Anton,GER,DF,27-214,1996,21.6,22,1.02,17,0,0,3,1,1,5,0.23,4,0,0,1,0,0
GER-Bundesliga,2324,Union Berlin,Alex Král,CZE,MF,25-276,1998,13.3,19,1.43,13,2,0,1,1,2,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Union Berlin,Alexander Schwolow,GER,GK,31-262,1992,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Union Berlin,Aljoscha Kemlein,GER,MF,19-201,2004,0.3,1,3.1,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Union Berlin,András Schäfer,HUN,MF,24-312,1999,5.4,18,3.31,15,2,0,1,0,0,3,0.55,2,0,0,1,0,0
GER-Bundesliga,2324,Union Berlin,Aïssa Laïdouni,TUN,MF,27-068,1996,10.5,22,2.1,20,1,0,0,1,0,4,0.38,4,0,0,0,0,0
GER-Bundesliga,2324,Union Berlin,Benedict Hollerbach,GER,"FW,MF",22-278,2001,8.5,27,3.19,19,0,3,2,3,0,1,0.12,0,0,1,0,0,0
GER-Bundesliga,2324,Union Berlin,Brenden Aaronson,USA,"MF,FW",23-120,2000,5.5,12,2.17,11,1,0,0,0,0,1,0.18,1,0,0,0,0,0
GER-Bundesliga,2324,Union Berlin,Chris Bedia,CIV,FW,27-351,1996,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Union Berlin,Christopher Trimmel,AUT,DF,36-360,1987,12.0,38,3.15,20,17,0,0,1,0,1,0.08,0,1,0,0,0,0
GER-Bundesliga,2324,Union Berlin,Danilho Doekhi,NED,DF,25-234,1998,12.0,13,1.08,13,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Union Berlin,David Datro Fofana,CIV,"FW,MF",21-059,2002,7.6,28,3.7,14,1,6,7,0,0,2,0.26,2,0,0,0,0,0
GER-Bundesliga,2324,Union Berlin,Diogo Leite,POR,DF,25-027,1999,19.9,17,0.85,13,0,0,1,2,1,1,0.05,1,0,0,0,0,0
GER-Bundesliga,2324,Union Berlin,Frederik Rønnow,DEN,GK,31-199,1992,21.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Union Berlin,Janik Haberer,GER,MF,29-323,1994,12.1,24,1.98,21,0,0,2,1,0,2,0.16,2,0,0,0,0,0
GER-Bundesliga,2324,Union Berlin,Jordan Pefok,USA,FW,27-299,1996,0.3,1,3.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Union Berlin,Josip Juranović,CRO,DF,28-187,1995,7.7,34,4.4,9,22,1,1,1,0,4,0.52,0,3,0,0,1,0
GER-Bundesliga,2324,Union Berlin,Jérôme Roussillon,FRA,DF,31-044,1993,6.6,16,2.41,12,0,1,1,1,1,2,0.3,2,0,0,0,0,0
GER-Bundesliga,2324,Union Berlin,Kevin Behrens,GER,FW,33-016,1991,14.0,35,2.5,25,0,0,2,7,1,2,0.14,1,0,0,0,1,0
GER-Bundesliga,2324,Union Berlin,Kevin Vogt,GER,DF,32-149,1991,5.7,3,0.53,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Union Berlin,Kevin Volland,GER,"FW,MF",31-204,1992,9.2,29,3.16,20,5,0,2,1,1,4,0.44,3,1,0,0,0,0
GER-Bundesliga,2324,Union Berlin,Leonardo Bonucci,ITA,DF,36-294,1987,5.1,4,0.78,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Union Berlin,Lucas Tousart,FRA,MF,26-296,1997,8.0,13,1.62,11,0,0,1,0,1,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Union Berlin,Mikkel Kaufmann,DEN,FW,23-047,2001,2.1,6,2.83,4,0,1,1,0,0,1,0.47,0,0,1,0,0,0
GER-Bundesliga,2324,Union Berlin,Miloš Pantović,SRB,MF,27-227,1996,0.2,1,6.0,0,0,1,0,0,0,1,6.0,0,0,1,0,0,0
GER-Bundesliga,2324,Union Berlin,Paul Jaeckel,GER,DF,25-212,1998,2.5,1,0.4,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Union Berlin,Rani Khedira,GER,MF,30-023,1994,6.5,3,0.46,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Union Berlin,Robin Gosens,GER,DF,29-229,1994,16.2,40,2.47,32,1,1,3,0,3,5,0.31,3,0,1,0,0,1
GER-Bundesliga,2324,Union Berlin,Robin Knoche,GER,DF,31-273,1992,17.6,12,0.68,8,1,0,3,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Union Berlin,Sheraldo Becker,SUR,"FW,MF",29-010,1995,7.2,28,3.91,22,0,2,2,2,0,4,0.56,2,0,0,1,1,0
GER-Bundesliga,2324,Union Berlin,Yorbe Vertessen,BEL,FW,23-042,2001,1.4,7,4.96,6,0,1,0,0,0,1,0.71,1,0,0,0,0,0
GER-Bundesliga,2324,Werder Bremen,Amos Pieper,GER,DF,26-033,1998,6.0,5,0.83,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Werder Bremen,Anthony Jung,GER,"DF,FW",32-108,1991,19.4,22,1.14,19,2,0,0,1,0,1,0.05,1,0,0,0,0,0
GER-Bundesliga,2324,Werder Bremen,Christian Groß,GER,"MF,DF",35-011,1989,5.2,3,0.58,3,0,0,0,0,0,1,0.19,1,0,0,0,0,0
GER-Bundesliga,2324,Werder Bremen,Dawid Kownacki,POL,FW,26-342,1997,2.7,8,2.94,5,0,1,2,0,0,1,0.37,1,0,0,0,0,0
GER-Bundesliga,2324,Werder Bremen,Felix Agu,GER,"DF,MF",24-145,1999,8.0,12,1.5,8,0,0,0,4,0,1,0.13,0,0,0,0,1,0
GER-Bundesliga,2324,Werder Bremen,Ilia Gruev,BUL,MF,23-289,2000,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Werder Bremen,Jens Stage,DEN,MF,27-103,1996,20.8,43,2.07,38,0,0,3,1,1,4,0.19,3,0,0,0,1,0
GER-Bundesliga,2324,Werder Bremen,Jiří Pavlenka,CZE,GK,31-311,1992,7.0,3,0.43,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Werder Bremen,Julián Malatini,ARG,DF,22-264,2001,1.6,2,1.27,1,0,1,0,0,0,1,0.63,0,0,1,0,0,0
GER-Bundesliga,2324,Werder Bremen,Justin Njinmah,GER,FW,23-096,2000,8.5,28,3.31,20,0,6,1,1,0,4,0.47,3,0,1,0,0,0
GER-Bundesliga,2324,Werder Bremen,Leon Opitz,GER,"FW,DF",18-314,2005,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Werder Bremen,Leonardo Bittencourt,GER,MF,30-062,1993,9.8,17,1.73,16,0,0,1,0,0,1,0.1,1,0,0,0,0,0
GER-Bundesliga,2324,Werder Bremen,Marco Friedl,AUT,DF,25-340,1998,17.4,4,0.23,4,0,0,0,0,0,1,0.06,1,0,0,0,0,0
GER-Bundesliga,2324,Werder Bremen,Marvin Ducksch,GER,FW,29-349,1994,18.5,66,3.56,31,23,4,6,1,1,7,0.38,4,1,0,1,1,0
GER-Bundesliga,2324,Werder Bremen,Michael Zetterer,GER,GK,28-222,1995,15.0,3,0.2,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Werder Bremen,Miloš Veljković,SRB,DF,28-146,1995,12.2,8,0.66,8,0,0,0,0,0,3,0.25,3,0,0,0,0,0
GER-Bundesliga,2324,Werder Bremen,Mitchell Weiser,GER,"DF,FW",29-304,1994,18.3,41,2.24,30,0,4,2,4,1,8,0.44,6,0,1,1,0,0
GER-Bundesliga,2324,Werder Bremen,Naby Keïta,GUI,MF,29-009,1995,0.9,2,2.22,2,0,0,0,0,0,1,1.11,1,0,0,0,0,0
GER-Bundesliga,2324,Werder Bremen,Nick Woltemade,GER,"FW,MF",22-005,2002,5.1,27,5.26,22,0,2,1,2,0,2,0.39,2,0,0,0,0,0
GER-Bundesliga,2324,Werder Bremen,Niclas Füllkrug,GER,FW,31-010,1993,2.0,7,3.5,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Werder Bremen,Nicolai Rapp,GER,DF,27-068,1996,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Werder Bremen,Niklas Stark,GER,DF,28-311,1995,10.8,7,0.65,6,0,0,0,0,1,1,0.09,1,0,0,0,0,0
GER-Bundesliga,2324,Werder Bremen,Oliver Burke,SCO,FW,26-318,1997,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Werder Bremen,Olivier Deman,BEL,DF,23-319,2000,12.2,21,1.73,17,1,2,0,1,0,1,0.08,1,0,0,0,0,0
GER-Bundesliga,2324,Werder Bremen,Rafael Borré,COL,FW,28-157,1995,11.0,22,2.0,19,0,0,2,1,0,2,0.18,1,0,0,0,1,0
GER-Bundesliga,2324,Werder Bremen,Romano Schmid,AUT,MF,24-023,2000,18.2,72,3.96,59,4,2,1,5,1,12,0.66,12,0,0,0,0,0
GER-Bundesliga,2324,Werder Bremen,Senne Lynen,BEL,MF,25-000,1999,9.9,14,1.41,12,0,0,0,0,2,3,0.3,3,0,0,0,0,0
GER-Bundesliga,2324,Werder Bremen,Skelly Alvero,FRA,MF,21-291,2002,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Amin Sarr,SWE,"FW,MF",22-345,2001,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Aster Vranckx,BEL,MF,21-138,2002,9.4,9,0.95,9,0,0,0,0,0,2,0.21,2,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Cedric Zesiger,SUI,DF,25-240,1998,10.9,6,0.55,4,1,0,1,0,0,1,0.09,1,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Dženan Pejčinović,GER,FW,19-004,2005,0.3,2,5.81,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Jakub Kamiński,POL,"FW,MF",21-259,2002,3.3,4,1.22,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Joakim Mæhle,DEN,DF,26-275,1997,19.5,47,2.41,39,0,6,1,0,1,7,0.36,5,0,1,1,0,0
GER-Bundesliga,2324,Wolfsburg,Jonas Wind,DEN,FW,25-012,1999,21.4,53,2.47,39,1,1,7,4,1,10,0.47,7,0,1,2,0,0
GER-Bundesliga,2324,Wolfsburg,Kevin Behrens,GER,FW,33-016,1991,2.8,6,2.17,4,0,0,2,0,0,1,0.36,1,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Kevin Paredes,USA,"MF,FW",20-288,2003,8.0,29,3.62,21,0,3,1,4,0,2,0.25,2,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Kilian Fischer,GER,DF,23-130,2000,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Koen Casteels,BEL,GK,31-239,1992,18.0,4,0.22,4,0,0,0,0,0,1,0.06,1,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Kofi Amoako,GER,MF,18-289,2005,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Lovro Majer,CRO,"MF,FW",26-033,1998,16.9,59,3.48,45,6,1,3,4,0,6,0.35,4,0,0,1,1,0
GER-Bundesliga,2324,Wolfsburg,Lukas Nmecha,GER,FW,25-067,1998,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Mattias Svanberg,SWE,MF,25-045,1999,16.5,51,3.1,28,9,4,5,5,0,8,0.49,6,0,0,1,1,0
GER-Bundesliga,2324,Wolfsburg,Maxence Lacroix,FRA,DF,23-319,2000,16.4,16,0.97,15,0,0,0,1,0,1,0.06,1,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Maximilian Arnold,GER,MF,29-268,1994,15.9,42,2.65,27,12,1,1,1,0,1,0.06,0,0,0,1,0,0
GER-Bundesliga,2324,Wolfsburg,Moritz Jenz,GER,DF,24-295,1999,14.0,11,0.79,10,0,0,1,0,0,1,0.07,1,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Nicolas Cozza,FRA,DF,25-042,1999,3.1,4,1.3,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
